case_number,api_result,lang_confirmed,isReliable,confidence,lang,text,id
2739,0,Uncodable,NULL,NULL,NULL,;-),546132029c99ea193d5e73b5
2740,1,cs,0,0.01,cs,No tak :-),546132039c99ea193d5e73c2
2741,1,cs,,0.01,cs,Europe’s new generation runs up against old-school politics/Jeden z největších australským magazínů píše o nových MEP,546132039c99ea193d5e73ce
2742,0,Uncodable,NULL,NULL,NULL,��,546132059c99ea193d5e73ee
2743,0,Uncodable,0,0.01,en,:-DDDD,546132079c99ea193d5e740e
2744,0,Uncodable,NULL,NULL,NULL,��,546132079c99ea193d5e7414
2745,0,cs,0,0.01,en,ja to miluji ��,546132079c99ea193d5e741a
2746,1,cs,,0.01,cs,Tak to jo ;-) Hezký večer,546132089c99ea193d5e741e
2747,1,cs,,0.01,cs,souhlas,546132089c99ea193d5e7421
2748,0,sk,,0.01,en,"Fico? Za co
...",546132089c99ea193d5e7426
2749,0,cs,,0.01,mi,ano ��,546132089c99ea193d5e7427
2750,0,cs,,0.01,en,No jasne ��,546132089c99ea193d5e7428
2751,0,nl,,0.01,af,Diky za repliku,546132089c99ea193d5e742c
2752,0,cs,,0.01,en,pomaha skolit ukrajinské psychology na krizovou intervenci.I toto je role a pomoc írkev,546132099c99ea193d5e7430
2753,1,cs,,0.01,cs,S miláčkem Amirou snidame,546132099c99ea193d5e7438
2754,0,Uncodable,,0.01,en,:-DDD,546132099c99ea193d5e743d
2755,1,cs,,0.01,cs,Norge stjeler tsjekkiske barn! Norsko krade české děti! Short video from,54747c579c99ea3595c3d07c
2756,0,Uncodable,NULL,NULL,NULL,��,54747c589c99ea3595c3d090
2757,1,cs,0,0.01,cs,Třeba :-),54747c589c99ea3595c3d092
2758,1,cs,,0.01,cs,: Min.dopravy Prachar z ANO ve vlade konci. Sam nabidl rezignaci. Prachar za pocinani v resortu sklizel kritiku opozice i koalic…,54747c599c99ea3595c3d0a6
2759,1,cs,,0.01,cs,i Vietnamců.,54747c5a9c99ea3595c3d0b0
2760,0,cs,,0.01,en,to je pravda ��,5481a6489c99ea2f7a41d618
2761,0,cs,,0.01,en,"Milý Jezisku,tak ne,ze to spletes ��",5481a6499c99ea2f7a41d638
2762,0,cs,,0.01,en,"is out.Now Movember za nami,zachrante Jeziska před námi ��",5481a6499c99ea2f7a41d63c
2763,1,cs,,0.01,cs,: Pravda o vlekařích,5481a6499c99ea2f7a41d63e
2764,1,en,,0.01,en,": to congratulate , brave Congolese gynecologist, 2014 laureate",5481a64a9c99ea2f7a41d64c
2765,0,Uncodable,NULL,NULL,NULL,,5481a64b9c99ea2f7a41d659
2766,0,cs,0,0.01,en,Tak to asi ano :-),5484b51d9c99ea412221979b
2767,1,cs,,0.01,cs,: Skoro s Jiřina v .Obrovsky respekt k,5484b51d9c99ea412221979c
2768,0,cs,,0.01,en,To má logiku ;-),5484b51d9c99ea41222197a5
2769,0,cs,,0.01,rn,A Vy politologii :-),5486739b9c99ea43f11ac97c
2770,0,Uncodable,NULL,NULL,NULL,;-),5486739c9c99ea43f11ac983
2771,0,Uncodable,NULL,NULL,NULL,:-),548998b09c99ea60368fa0c6
2772,0,cs,0,0.01,en,"Ne, v Bruselu",548998b19c99ea60368fa0da
2773,0,cs,,0.01,sk,to je drahé...silene drahé,54904fb19c99ea76fdad46a1
2774,1,it,,0.01,it,Nuovo link diretta,5434fde99c99ea522117dcb8
2775,1,it,,0.01,it,"È tutto pronto, stiamo per iniziare 
L'evento, sarà in streaming sul canale YouTube...",5434fde99c99ea522117dcbc
2776,1,it,,0.01,it,ASCOLTATE L' INTERVENTO di Cono Cantelmi Candidato Presidente Regione Calabria SUL PALCO DI,543db6e19c99ea7218d4827f
2777,0,Uncodable,NULL,NULL,NULL,,5446de899c99ea1eb3eaf382
2778,0,it,0,0.01,co,èUgualePerCucchi,54611e8a9c99ea193d5e284b
2779,0,it,,0.01,co,"Competenze Commissione ""Libertà Civili, Giustizia e Affari Interni""",54611e8a9c99ea193d5e2852
2780,0,Uncodable,NULL,NULL,NULL,!!!,54611e8b9c99ea193d5e2864
2781,0,it,0,0.01,en,Art.32 Cosenza 30 Ott - Cinema Italia,54611e8b9c99ea193d5e286c
2782,0,it,,0.01,en,Paolo Parentela ora a Mirto Crosia!!,54611e8c9c99ea193d5e2873
2783,0,it,,0.01,en,Paolo Parentela ora a Mirto Crosia!!!,54611e8c9c99ea193d5e2874
2784,0,it,,0.01,war,Ora a Cosenza,5474693f9c99ea3595c38096
2785,1,it,,0.01,it,Arrivo ;),5474693f9c99ea3595c3809a
2786,1,it,,0.01,it,: a : l'UE non sta facendo abbastanza per l'immigrazione nel mediterraneo.,547469419c99ea3595c380c1
2787,1,it,,0.01,it,Continua la visita degli attivisti Calabresi al parlamento europeo!!,547469419c99ea3595c380c5
2788,0,it,,0.01,en,ora al Parlamento Europeo!!,547469429c99ea3595c380ce
2789,0,it,,0.01,en,Conferenza stampa al Parlamento Europeo del nostro Beppe Grillo!,547469429c99ea3595c380d0
2790,0,it,,0.01,ia,: Votateli ancora...,548193999c99ea2f7a419453
2791,1,it,,0.01,it,": Commissione a al completo con portavoce , e :",548193999c99ea2f7a419456
2792,0,Uncodable,NULL,NULL,NULL,,5481939a9c99ea2f7a419462
2793,0,Uncodable,NULL,NULL,NULL,,5484a50b9c99ea41222187a2
2794,0,Uncodable,NULL,NULL,NULL,,5484a50b9c99ea41222187a3
2795,0,Uncodable,NULL,NULL,NULL,,548663a49c99ea43f11abd3e
2796,0,Uncodable,0,0.01,en,link PDF:,5489889e9c99ea60368f8a33
2797,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c34f
2798,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c351
2799,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c352
2800,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c353
2801,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c354
2802,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c355
2803,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c356
2804,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c357
2805,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c358
2806,0,Uncodable,NULL,NULL,NULL,,54350eef9c99ea5ab160c359
2807,1,es,0,0.01,es,"Martin McGuinness: ""El proceso de paz irlandés es un proceso constante de compromiso"".",543dbb009c99ea7218d485c9
2808,1,eu,,0.01,eu,Ashot Ghoulian Nagorno Karabaj-eko Parlamentuko presidentearekin.,543fa7f89c99ea58deada6fe
2809,0,Uncodable,NULL,NULL,NULL,,54405bd69c99ea2c7be4411b
2810,1,eu,0,0.01,eu,Nazmi Gür Kurdistango BDP-ko diputatuarekin.,5446e5fe9c99ea1eb3eaf711
2811,1,es,,0.01,es,": La gran mentira (de Jean-Claude Juncker y sus colegas). Análisis de Josu , eurodiputado de EH BIldu",5461239c9c99ea193d5e3da3
2812,0,Uncodable,NULL,NULL,NULL,:,5461239c9c99ea193d5e3da4
2813,0,Uncodable,NULL,NULL,NULL,:,5461239c9c99ea193d5e3da6
2814,1,eu,0,0.01,eu,"Bixita izan dugu gaur: Martin Ferris, Sinn Fein-eko diputatua Dublingo Parlamentuan.",5461239d9c99ea193d5e3dae
2815,0,es,,0.01,en,Intercambio de opiniones con el presidente colombiano Santos al término de la conferencia.,5461239d9c99ea193d5e3db2
2816,0,es,,0.01,en,Intervención del Papa Francisco ante el pleno del Parlamento Europeo.,54746e2d9c99ea3595c396b0
2817,0,es,,0.01,en,Ayer interpelamos a Cañete () en su primera comparecencia como Comisario Europeo,54746e2e9c99ea3595c396d9
2818,0,es,,0.01,lb,: .: LA GRAN MENTIRA (De Jean Claude Juncker y sus colegas),54746e2f9c99ea3595c396db
2819,0,es,,0.01,gl,: . eurodeputado de e membro da Comisión de Medio Ambiente pon en valor os argumentos do xeito,548198539c99ea2f7a41a5d5
2820,0,Uncodable,NULL,NULL,NULL,:,5484acac9c99ea4122218c25
2821,1,en,0,0.01,en,winner 2014,54746e9e9c99ea3595c39ddb
2822,1,en,,0.01,en,Congrats! - Capital 2017,54746e9e9c99ea3595c39ddd
2823,1,en,,0.01,en,in,54746e9e9c99ea3595c39de3
2824,0,Uncodable,NULL,NULL,NULL,",",54746e9e9c99ea3595c39de6
2825,0,en,0,0.01,de,: campaigning!,543513669c99ea5ab160d12e
2826,1,en,,0.01,en,: PUBLIC MEETING,543513669c99ea5ab160d131
2827,1,en,,0.01,en,contact,543513679c99ea5ab160d13a
2828,1,en,,0.01,en,: 2014 Conference announced,543513679c99ea5ab160d144
2829,0,Uncodable,NULL,NULL,NULL,:,543672f09c99ea0525b5f925
2830,1,en,0,0.01,en,UKIP surge to 25%,5439aa859c99ea0360ca339f
2831,1,en,,0.01,en,: Opinium/Observer poll LAB 35%CON 28% UKIP 17% LDEM 9% GRNS 4%,5439aa859c99ea0360ca33a1
2832,1,en,,0.01,en,": YouGov/Sun poll CON 30%, LAB 34%, LDEM 8%, UKIP 18%",543dbf049c99ea7218d4897a
2833,0,Uncodable,NULL,NULL,NULL,,5445ac949c99ea0918b75bf1
2834,1,en,0,0.01,en,: YouGov/Sun poll CON 32% LAB 33% LDEM 8% UKIP 16% GRNS 5%,5446ed769c99ea1eb3eafb26
2835,1,en,,0.01,en,": Rochester &amp; Strood poll (ComRes):
UKIP - 43%
CON - 30%
LAB - 21%
LDEM - 3%
GRN - 2%",54484e419c99ea3ee0996d3e
2836,1,en,,0.01,en,which tweet?,546128799c99ea193d5e4ff5
2837,1,en,,0.01,en,": Sunday Times/YouGov poll: LAB 32%, CON 31%, UKIP 18%, LDEM 7%, GRNS 6%",5461287e9c99ea193d5e5050
2838,1,en,,0.01,en,: 1400 reasons....,546128809c99ea193d5e5073
2839,1,en,,0.01,en,: Image from,5474730c9c99ea3595c3ac27
2840,1,en,,0.01,en,: Opinium poll CON 34% LAB 33% LDEM 5% UKIP 18%,5474730d9c99ea3595c3ac4a
2841,1,en,,0.01,en,"Lab 34%
Con 30% 
UKIP 19% 
Lib Dem 8% 
Green 3%",5474730e9c99ea3595c3ac5d
2842,1,en,,0.01,en,": YouGov/Sun poll LAB 34% CON - 33% 
UKIP - 15% LDEM 7% GRNS 6%",547473109c99ea3595c3ac8a
2843,0,en,NULL,NULL,NULL,Democracy - EU style,54819d099c99ea2f7a41b745
2844,0,en,0,0.01,xh,: Get a Free T-Shirt!,54819d0a9c99ea2f7a41b762
2845,0,es,,0.01,ie,"Repugnante, un grupo de neonazis propinan una paliza a un estudiante al salir de una asamblea de .",543517a79c99ea5ab160dcdf
2846,1,es,,0.01,es,": Hoy , , , , , , Nart, …",543517a79c99ea5ab160dce9
2847,0,es,,0.01,pt,"En la concentración ñete, antes del examen parlamentario de esta tarde.",543517a89c99ea5ab160dcfb
2848,0,es,,0.01,en,: y con el accidente del metro de Valencia,5435bea59c99ea2c345018a3
2849,0,es,,0.01,en,Concierto reivindicativo de Conchita Wurst frente al Parlamento Europeo. Desterremos la homofobia de Europa.,5436769c9c99ea0525b5fa59
2850,0,es,,0.01,id,: Seguimos proponiendo ideas para construir un proyecto de la gente y para la gente.,5439aae09c99ea0360ca3778
2851,1,es,,0.01,es,": Hoy , , , , , y más",5439aae19c99ea0360ca3788
2852,0,es,,0.01,eo,Homofobia en estado puro:,543c7eb49c99ea5d71e0403b
2853,0,es,,0.01,en,"Triste noticia. Agustín, compa de CGT Cádiz, nos deja tras innumerables luchas compartidas. Que la tierra te sea leve",543c7eb49c99ea5d71e04040
2854,0,es,,0.01,gl,Con una portavocía coral y plural,543fac2d9c99ea58deadae32
2855,0,es,,0.01,gl,La delegación de Barakaldo denunciando la contaminación y reivindicando el,543fac2d9c99ea58deadae38
2856,0,es,,0.01,en,: Camino a Bruselas ya!,543fac2d9c99ea58deadae39
2857,0,es,,0.01,en,: . expone en la conferencia en el Parlamento Europeo que denuncia la inseguridad alimentaria en Colombia.,54405fe79c99ea2c7be445be
2858,1,es,,0.01,es,: Inauguración de la oficina de Sevilla,5445b0ac9c99ea0918b76077
2859,0,es,,0.01,en,": úSumasPodemos, convence a 5 amigos para que se inscriban y voten. Vamos a seguir batiendo récords.",5446f4b79c99ea1eb3eafd25
2860,1,es,,0.01,es,": Participo de por que es a lo que vine a a construir, organizar y empoderar",5446f4b79c99ea1eb3eafd2f
2861,0,es,,0.01,pt,"En el 4º aniversario de la directiva del permiso por maternidad, con Joanna Maycock, activista del EWL.",5446f4b79c99ea1eb3eafd31
2862,0,es,,0.01,pt,": El auge del soberanismo a debate, en con …",54484e739c99ea3ee0996eea
2863,0,es,,0.01,eu,: . de la mano de en Bilbao.,544a289f9c99ea1b79300fa8
2864,1,es,,0.01,es,": El PP si es un peligro para la democracia....Aqui està su obra.
Made in PP.",54612ce69c99ea193d5e5ce9
2865,0,ca,,0.01,oc,: III assemblea cercles de Catalunya. Creant Futur.,54612ce79c99ea193d5e5d03
2866,0,es,,0.01,id,"Con ganas de volver a casa para celebrar la apertura de la en Cádiz, rinconcito para las luchas",54612ce89c99ea193d5e5d12
2867,0,es,,0.01,sk,: La eurodiputada de en Vallekas …,54612ce99c99ea193d5e5d1e
2868,1,es,,0.01,es,"Esta tarde, acto de en Rivas que podréis seguir en streaming desde mi canal en Youtube:",54612ceb9c99ea193d5e5d4c
2869,0,es,,0.01,en,": VE está en nivel Urdaci, que no sabes si reir o llorar cc/",547477569c99ea3595c3b89b
2870,0,es,,0.01,gd,: Mujeres luchadoras Aminetu Haidar en el,547477579c99ea3595c3b8b8
2871,0,es,,0.01,en,¿Sigue confiando en la honradez de Chaves y Griñán?,547477589c99ea3595c3b8c9
2872,0,es,,0.01,yo,: ni nos rendimos ni nos vendemos y seguimos gritando …,547477599c99ea3595c3b8db
2873,0,es,,0.01,en,La Audiencia Nacional confirma que el se lucró a través de la red Gürtel. : DIMITE.,547477599c99ea3595c3b8e0
2874,0,es,,0.01,en,"Defender el medio ambiente es una obligación de todas, no un delito.",5481a1419c99ea2f7a41c1e4
2875,0,Uncodable,NULL,NULL,NULL,:,5481a1419c99ea2f7a41c1e8
2876,1,ca,0,0.01,ca,"Mesa redonda sobre Castor con Ernest Urtasun, Paloma López Bermejo, Jordi Sebastià y Pablo Echenique",5481a1429c99ea2f7a41c1f4
2877,1,es,,0.01,es,: Hoy el en,5481a1439c99ea2f7a41c207
2878,0,es,,0.01,oc,": La desesperacion de los enfermos de Hepatitisc
via",5481a1449c99ea2f7a41c21e
2879,0,galician,,0.01,gl,Dimite Ana Mato. Ya lo dijimos: ánTodos,5481a1449c99ea2f7a41c222
2880,0,es,,0.01,en,": Una cosa, la ministra Ana Mató sigue sin dimitir no?",5481a1449c99ea2f7a41c223
2881,0,es,,0.01,ie,: Un caso de manipulación de denunciado sin acritud.,54866f279c99ea43f11ac579
2882,0,es,,0.01,en,". y ón en Bruselas. Paro, empleo precario y exilio visitan el Parlamento Europeo.",548994999c99ea60368f9a41
2883,0,Uncodable,NULL,NULL,NULL,:,549047b89c99ea76fdad3d01
2884,0,Uncodable,NULL,NULL,NULL,:,549047b89c99ea76fdad3d07
2885,1,es,0,0.01,es,": Gonzalo Donaire de en el Acto Publico por una Bankia Publica, Banca Publica",549047b89c99ea76fdad3d08
2886,0,es,,0.01,en,: con luchando por,549047b89c99ea76fdad3d0e
2887,1,hu,,0.01,hu,"Ma este 2000 orara van kiirva a vita, de inkabb kesobb fog elkezdodni: csuszas !",5446f4ce9c99ea1eb3eafe26
2888,1,hu,,0.01,hu,De mennyire !,54612d479c99ea193d5e626b
2889,0,en,,0.01,it,A rediscovered Caravaggio?,54612d479c99ea193d5e6279
2890,1,en,,0.01,en,": Exit poll - Sociopol: VP 50,9%, KJ: 49,1%
IRES: VP 49,10%, KJ 50,90%
CURS – Avantgarde : VP 48,50%, KJ 51,50%
CSCI: VP 50,72%,…",547477ae9c99ea3595c3be32
2891,0,la,,0.01,en,Absit invidia!,547477af9c99ea3595c3be3b
2892,1,la,,0.01,la,Si veritatem requiris circumspice,547477af9c99ea3595c3be40
2893,1,en,,0.01,en,Thank you.,5481a1909c99ea2f7a41c6a0
2894,1,en,,0.01,en,": 's development ""spectacular"" - Zürcher Zeitung",549047e99c99ea76fdad3f4a
2895,0,da,,0.01,en,men er det regeringens?,5433c7c29c99ea5090b36933
2896,0,da,,0.01,en,udtalte det under sin hørring i parlamentet,5433c7c39c99ea5090b36947
2897,0,Uncodable,NULL,NULL,NULL,?,5433c7c49c99ea5090b36960
2898,1,da,0,0.01,da,Redder ved at anklage ham for at være for proeuropæisk? øring,5433c7c59c99ea5090b36969
2899,1,da,,0.01,da,Du kan læse artiklen her:,544063c49c99ea2c7be448bb
2900,1,it,,0.01,it,: Ho incontrato con il Segretario di Stato Vaticano S.E. Pietro Parolin,546131c99c99ea193d5e70a3
2901,0,Uncodable,NULL,NULL,NULL,: . (2/2),546131ca9c99ea193d5e70b9
2902,1,de,0,0.01,de,"-Ostbayernkonferenz Straubing: Diskussion mit Ministern Herrmann, Müller &amp; weiteren zur Asylpolitik",5484b5089c99ea41222196fd
2903,0,fr,,0.01,en,": Joseph :""Les contraintes de étranglent la France"".Interview sur . a 22h15",5433cf599c99ea55994a9bd5
2904,0,Uncodable,NULL,NULL,NULL,:,5433cf5a9c99ea55994a9bd9
2905,0,fr,0,0.01,en,À la,5433cf5a9c99ea55994a9bda
2906,0,Uncodable,NULL,NULL,NULL,,5433cf5a9c99ea55994a9bdb
2907,0,Uncodable,NULL,NULL,NULL,,5433cf5a9c99ea55994a9bdc
2908,0,Uncodable,NULL,NULL,NULL,,5433cf5a9c99ea55994a9bdd
2909,0,fr,0,0.01,en,À la,5433cf5a9c99ea55994a9be1
2910,0,fr,,0.01,en,À la !,5433cf5a9c99ea55994a9be2
2911,0,fr,,0.01,en,merci,5433cf5a9c99ea55994a9be7
2912,0,fr,,0.01,en,: Nicolas Bay à Cogolin (83),5433cf5a9c99ea55994a9be8
2913,0,Uncodable,NULL,NULL,NULL,:,5433cf5a9c99ea55994a9be9
2914,0,fr,0,0.01,en,du 5 octobre,5433cf5c9c99ea55994a9c0c
2915,0,fr,,0.01,en,"Remise en cause du pcp universel des allocations familiales,courbettes à la finance,mais Valls est socialiste que les +modestes se rassurent",5435b2919c99ea2c34500a78
2916,1,fr,,0.01,fr,À Marseille avec,543fa0049c99ea58dead9dfd
2917,0,fr,,0.01,en,: diner de la federation FN 78 :le premier parti de France pret a gouverner!,54459eb69c99ea0918b74621
2918,1,fr,,0.01,fr,", meilleur comique de France.",546119459c99ea193d5e0fb0
2919,0,fr,,0.01,en,clandestine: STOP à l'anarchie. Pétition lancée par le : …,546119469c99ea193d5e0fce
2920,1,fr,,0.01,fr,"Malika Sorel-Sutter : ""Ce rapport est un réquisitoire contre la France""",547464309c99ea3595c36835
2921,1,fr,,0.01,fr,. : «Nicolas Sarkozy patine méchamment» via,547464319c99ea3595c36848
2922,1,fr,,0.01,fr,Discours de . èsFN,54818ea49c99ea2f7a417f03
2923,0,fr,,0.01,en,"Table ronde ""Contre Schengen : la Frontière"".",54818ea59c99ea2f7a417f12
2924,0,fr,,0.01,en,": ""Aujourd'hui, le monde est dirigé par les multinationales et la grande finance internationale.""",5484a0c59c99ea412221817c
2925,1,fr,,0.01,fr,": ""Oui, on est écolo quand on favorise la production agricole et industrielle française.""",548984499c99ea60368f82f4
2926,0,Uncodable,,0.01,da,: Cc,548984499c99ea60368f82fe
2927,0,fr,,0.01,en,"Ultralibéralisme d'Attali et internationalisme de Besancenot.La même haine de la nation, le même amour de l'utopie mondialiste.",549033579c99ea76fdad1c6d
2928,1,fr,,0.01,fr,. sur RFI,549033579c99ea76fdad1c72
2929,1,en,,0.01,en,At,5433cfd79c99ea55994aa25e
2930,1,en,,0.01,en,: Press conference,546119e69c99ea193d5e18d7
2931,0,fr,,0.01,en,: Eurocámara urge a detener a culpables via @…,546119e79c99ea193d5e18de
2932,1,cs,,0.01,cs,": Ministr álek diskutuje o zahr.politice s europoslanci , M. Šojdrovou, J.Maštálkou",547464c49c99ea3595c3719f
2933,1,cs,,0.01,cs,": Zebricek prestize povolani v CR leccos vysvetluje. Posledni ctyri pozice: 23. Knez, 24. Ministr, 25. Uklizecka, 26. Po…",547464c49c99ea3595c371a9
2934,1,fr,,0.01,fr,: L'innovation au menu du 30e congrès de l'Association nationale des écoles privées d'hôtellerie et de tourisme,548193399c99ea2f7a418e4c
2935,1,fr,,0.01,fr,: Installation du sapin de Noël de l'hôtel de ville ����,5481933b9c99ea2f7a418e79
2936,0,fr,,0.01,xh,le Montlouis !!!,5481933b9c99ea2f7a418e7b
2937,0,Uncodable,NULL,NULL,NULL,,5481933b9c99ea2f7a418e7d
2938,0,Uncodable,0,0.01,da,: Nicolas,5481933c9c99ea2f7a418e8f
2939,1,en,,0.01,en,A voter !,5481933c9c99ea2f7a418e91
2940,1,fr,,0.01,fr,: Encourager les dons agricoles : qu'attend le gouvernement ?,5481933d9c99ea2f7a418e9b
2941,0,fr,,0.01,en,chou blanc betterave rouge et carmine,5481933e9c99ea2f7a418eb8
2942,1,fr,,0.01,fr,: [EXCLUSIF] : les comptes de campagne de quatre élus invalidés :,548193409c99ea2f7a418ee5
2943,0,fr,,0.01,en,: Le crowdfunding monte en puissance en France via ou comment se passer de…,548193409c99ea2f7a418ee9
2944,1,en,,0.01,en,": to congratulate , brave Congolese gynecologist, 2014 laureate",548193419c99ea2f7a418ef3
2945,1,fr,,0.01,fr,attendons pour voir,548988739c99ea60368f881d
2946,0,fr,,0.01,en,: «Majoritairement on estime que l'Europe apporte plus qu'elle ne nuit à la France»,548988749c99ea60368f882c
2947,0,Uncodable,NULL,NULL,NULL,,548988759c99ea60368f883c
2948,0,fr,0,0.01,en,": visite le stand Europe direct à avec ,",548988759c99ea60368f8847
2949,1,fr,,0.01,fr,: L'Europe de terrain avec,5490379c9c99ea76fdad24ea
2950,0,Uncodable,NULL,NULL,NULL,:,5490379d9c99ea76fdad2506
2951,1,pl,0,0.01,pl,Mamy nową,544794e29c99ea6d4c252a77
2952,1,en,,0.01,en,Your own personal...,54350f579c99ea5ab160c9c4
2953,1,en,,0.01,en,Thank you!,54405bf99c99ea2c7be44247
2954,1,en,,0.01,en,Lonely,5446e6279c99ea1eb3eaf8bb
2955,0,Uncodable,NULL,NULL,NULL,,54746ea89c99ea3595c39e5a
2956,1,en,0,0.01,en,Campaigning in Blaj (Alba county),546128609c99ea193d5e4eb6
2957,1,en,,0.01,en,: in the . LIVE:,5474731f9c99ea3595c3ad7f
2958,1,en,,0.01,en,": Reception ,, &amp; &amp;Cardinal Marx",54819d199c99ea2f7a41b869
2959,1,de,,0.01,de,Mein Auftritt bei EuroparlTV: MEPs grill Hill and Jourová,543518869c99ea5ab160eac2
2960,0,de,,0.01,en,Frauenpower - operiert souverän in einer traditionellen Männerdomäne,543518869c99ea5ab160eac3
2961,0,de,,0.01,en,Frage nach Hierarchie in neuer EU-Kommission,543518869c99ea5ab160eac7
2962,0,Uncodable,NULL,NULL,NULL,,543518869c99ea5ab160eaca
2963,1,de,0,0.01,de,interessante diskussion über die ökonomie der social media,54747bb59c99ea3595c3c657
2964,0,fr,,0.01,en,Vers la fin définitive du protectionnisme national !,5439aec29c99ea0360ca3b67
2965,0,fr,,0.01,en,Au Danemark... Sans commentaire: la marche Takbeer :,543dc3139c99ea7218d48e10
2966,1,fr,,0.01,fr,"Un ""djihadiste francophone"" titre le Figaro... FRANCOPHONE OU FRANCAIS ????",543fb0009c99ea58deadb1ab
2967,1,fr,,0.01,fr,Il est urgent de sortir de !!!!,5448523b9c99ea3ee0997141
2968,0,fr,,0.01,en,Conférence de presse au sujet de la menace du virus Ebola en Europe.,5448523b9c99ea3ee0997142
2969,0,Uncodable,NULL,NULL,NULL,,546131799c99ea193d5e6c3b
2970,1,fr,0,0.01,fr,1ère mini session à Bruxelles de la nouvelle mandature. A l'ODJ le 25eme anniversaire de la chute du mur de Berlin,54747bd49c99ea3595c3c867
2971,0,es,,0.01,en,"""Es fundamental liderar de manera ambiciosa la lucha contra el calentamiento global en la Cumbre de París en 2015 #""EUMiguel",5433cf329c99ea55994a99b8
2972,1,es,,0.01,es,: El comisario presenta el plan de inversiones en Madrid,54818e739c99ea2f7a417c30
2973,0,Uncodable,,0.01,ay,: &amp; 16:55 CET:,548984319c99ea60368f8240
2974,0,hu,,0.01,en,: Internetadót neeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee…,54484a6f9c99ea3ee0996aed
2975,0,en,,0.01,zzp,Congratulations,5439aab59c99ea0360ca35a0
2976,0,en,,0.01,zzp,Congratulations !,5439aab59c99ea0360ca35a1
2977,0,Uncodable,NULL,NULL,NULL,,5445acd89c99ea0918b75e18
2978,0,Uncodable,NULL,NULL,NULL,,5446ed919c99ea1eb3eafc02
2979,1,fi,0,0.01,fi,..Niinpä. .,54612c6a9c99ea193d5e55f9
2980,1,fi,,0.01,fi,huomenta,54612c6a9c99ea193d5e5602
2981,0,Uncodable,NULL,NULL,NULL,:,54612c6b9c99ea193d5e5613
2982,1,en,0,0.01,en,Fracking Risk:,5434fdca9c99ea522117db23
2983,0,Uncodable,,0.01,en,": 
Manif anti .",543c76989c99ea5d71e036de
2984,1,en,,0.01,en,Thanks,5445a32f9c99ea0918b74ddf
2985,1,en,,0.01,en,: Well said (),5448d6d09c99ea7dc19a65c3
2986,1,en,,0.01,en,: Thanks!!,54611e669c99ea193d5e2636
2987,1,en,,0.01,en,: Thank you f…,54611e679c99ea193d5e263a
2988,1,en,,0.01,en,: Turnout,54611e679c99ea193d5e2643
2989,1,en,,0.01,en,: ahhhh !!! thank you,54611e679c99ea193d5e2645
2990,1,en,,0.01,en,Mwy a mwy o bobl yn pleidleisio fel mae'r dydd yn mynd ymlaen. Queues of voters get longer as we move south towards Tarragona,54611e689c99ea193d5e2650
2991,0,nl,,0.01,en,": Barcelona IPC, Catalonie stemt over toekomst. Met MEP's Jill Evans (Wales) en Izaskun Bilbao (Baskenland)",54611e689c99ea193d5e2655
2992,0,Uncodable,NULL,NULL,NULL,:,54611e699c99ea193d5e266b
2993,1,en,0,0.01,en,": "": Well said ()",5474691e9c99ea3595c37e68
2994,1,en,,0.01,en,": The Wales squad visit Artillery Wood Cemetery, Langemark in Flanders.",5474691f9c99ea3595c37e78
2995,1,en,,0.01,en,"Gruff Rhys, EU and independence",549037cd9c99ea76fdad2795
2996,0,en,,0.01,da,": Trelech (Carmarthenshire) result:
PC - 68.3% (+33.6)
IND - 20.7% (+20.7)
LDEM - 11.0% (-3.4)",549037cd9c99ea76fdad27a0
2997,1,en,,0.01,en,Vote now,543513259c99ea5ab160cdf9
2998,0,en,,0.01,sk,gosh...pre-twitter!,543672ce9c99ea0525b5f83a
2999,1,en,,0.01,en,what year?,543672ce9c99ea0525b5f83b
3000,1,en,,0.01,en,in EP,543dbb519c99ea7218d487fe
3001,0,Uncodable,NULL,NULL,NULL,,5445ac299c99ea0918b75921
3002,1,en,0,0.01,en,Heartbreaking,54819c839c99ea2f7a41af97
3003,0,fr,,0.01,vo,Merci Aleda,543517b79c99ea5ab160ddfa
3004,0,fr,,0.01,en,Merci Constance,5439aae59c99ea0360ca37b7
3005,0,Uncodable,NULL,NULL,NULL,,547477639c99ea3595c3b984
3006,1,pl,0,0.01,pl,jasno i ładnie,543dbb039c99ea7218d485d7
3007,0,Uncodable,NULL,NULL,NULL,:,548669609c99ea43f11ac0a1
3008,1,en,0,0.01,en,Indeed!,543517d99c99ea5ab160e023
