right_left,twitter_handle,born,total_screen_name_replies,GDP_per_capita_PPS_2013,total_retweets,WEF_Global_IT_score_2014,Press_freedom_2014,twitter_birthday,total_status_id_replies,native_lang,european_party,days_served,Median_age_2014,nationality,share_2009-share_2014,total_tweets,name,gender,Electoral_system,internal_cohesion_score_2009-2014,total_favorites
1,ErnstCornelia,1956-11-30 00:00:00,7,122,19,5.5,10.23,2013-02-27,7,de,Confederal Group of the European United Left - Nordic Green Left,1813,46.1,Germany,0.79,68,Cornelia ERNST,female,0,20.5,37
1,cmavrides,1962-05-27 00:00:00,0,89,0,4.6,14.45,2014-01-31,0,el,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,35.7,Cyprus,0,0,Costas MAVRIDES,male,1,8.5,0
0,CDPreda,1966-10-26 00:00:00,3,55,2,3.95,23.48,2013-11-02,3,ro,Group of the European People's Party (Christian Democrats),1813,39.8,Romania,-3.22,271,Cristian Dan PREDA,male,0,7.5,150
0,Cristian_Busoi,1978-03-01 00:00:00,0,55,0,3.95,23.48,2010-02-03,0,ro,Group of the European People's Party (Christian Democrats),2256,39.8,Romania,-3.6,18,Cristian-Silviu BUŞOI,male,0,7.5,0
1,,1975-12-04 00:00:00,0,66,0,4.32,26.73,,0,hu,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,41.1,Hungary,-9.52,0,Csaba MOLNÁR,male,0,8.5,0
0,,1964-05-12 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the European People's Party (Christian Democrats),2395,39.8,Romania,5.97,0,Csaba SÓGOR,male,0,7.5,0
1,curziomaltesetw,1959-03-30 00:00:00,7,99,29,4.18,23.75,2014-07-10,7,it,Confederal Group of the European United Left - Nordic Green Left,0,44.5,Italy,-4.11,98,Curzio MALTESE,male,1,20.5,150
0,CzSiekierski,1952-10-08 00:00:00,0,67,0,4.24,11.03,2012-05-24,0,pl,Group of the European People's Party (Christian Democrats),3713,39.5,Poland,-1.84,2,Czesław Adam SIEKIERSKI,male,1,7.5,0
1,DacianaSarbu,1977-01-15 00:00:00,3,55,10,3.95,23.48,2012-09-27,1,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2738,39.8,Romania,-7.2,15,Daciana Octavia SÂRBU,female,0,8.5,4
1,damiandraghici1,1970-03-31 00:00:00,0,55,0,3.95,23.48,2013-11-06,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.8,Romania,-6.25,2,Damian DRĂGHICI,male,0,8.5,1
1,,1960-07-02 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.8,Romania,-7.2,0,Dan NICA,male,0,8.5,0
0,DanielBudaRo,1970-01-11 00:00:00,0,55,0,3.95,23.48,2012-10-30,0,ro,Group of the European People's Party (Christian Democrats),0,39.8,Romania,14.68,0,Daniel BUDA,male,0,7.5,0
0,caspary,1976-04-04 00:00:00,30,122,23,5.5,10.23,2008-12-01,27,de,Group of the European People's Party (Christian Democrats),3633,46.1,Germany,4.14,73,Daniel CASPARY,male,0,7.5,49
0,DanHannanMEP,1971-09-01 00:00:00,88,109,118,5.54,19.93,2009-10-28,88,en,European Conservatives and Reformists Group,5460,40.4,United Kingdom,8.69,662,Daniel HANNAN,male,0,13.5,15758
0,DanielaAiuto,1975-12-14 00:00:00,1,99,11,4.18,23.75,2014-04-27,1,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,34,Daniela AIUTO,female,1,51.5,26
1,danieleviotti,1974-09-08 00:00:00,77,99,160,4.18,23.75,2009-03-03,62,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,523,Daniele VIOTTI,male,1,8.5,559
0,DJazlowiecka,1957-05-19 00:00:00,11,67,55,4.24,11.03,2011-02-15,3,pl,Group of the European People's Party (Christian Democrats),1813,39.5,Poland,14.71,140,Danuta JAZŁOWIECKA,female,1,7.5,65
0,danutahuebner,1948-04-08 00:00:00,11,67,2,4.24,11.03,2013-10-04,1,pl,Group of the European People's Party (Christian Democrats),1813,39.5,Poland,14.71,120,Danuta Maria HÜBNER,female,1,7.5,95
0,tamburrano,1969-08-27 00:00:00,41,99,216,4.18,23.75,2009-01-23,38,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,370,Dario TAMBURRANO,male,1,51.5,188
0,DariuszRosati,1946-08-08 00:00:00,0,67,0,4.24,11.03,2013-03-07,0,pl,Group of the European People's Party (Christian Democrats),1819,39.5,Poland,14.71,31,Dariusz ROSATI,male,1,7.5,29
0,borrellidavid,1971-04-28 00:00:00,3,99,8,4.18,23.75,2010-05-11,2,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,50,David BORRELLI,male,1,51.5,141
0,DCBMEP,1960-05-28 00:00:00,143,109,140,5.54,19.93,2009-09-01,139,en,European Conservatives and Reformists Group,1813,40.4,United Kingdom,8.69,470,David CAMPBELL BANNERMAN,male,0,13.5,347
0,DavidCasaMEP,1968-11-16 00:00:00,0,86,5,4.96,23.84,2014-01-08,0,mt,Group of the European People's Party (Christian Democrats),3633,40.9,Malta,-10,9,David CASA,male,1,7.5,21
0,DavidCoburnUKip,1959-02-11 00:00:00,1420,109,3233,5.54,19.93,2011-08-08,1403,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,5630,David COBURN,male,0,51.5,5729
1,davidmartinmep,1954-08-26 00:00:00,32,109,133,5.54,19.93,2010-02-12,28,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,10934,40.4,United Kingdom,-9.34,222,David MARTIN,male,0,8.5,175
0,davidmcallister,1971-01-12 00:00:00,4,122,0,5.5,10.23,2008-11-25,0,de,Group of the European People's Party (Christian Democrats),0,46.1,Germany,4.14,23,David McALLISTER,male,0,7.5,37
1,DavidSassoli,1956-05-30 00:00:00,26,99,17,4.18,23.75,2009-07-08,26,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,44.5,Italy,-13.3,180,David-Maria SASSOLI,male,1,8.5,1640
0,davorstier,1972-01-06 00:00:00,18,61,117,4.34,26.82,2013-09-01,9,hr,Group of the European People's Party (Christian Democrats),365,42.1,Croatia,13.64,180,Davor Ivo STIER,male,1,7.5,58
1,,1963-01-01 00:00:00,0,61,0,4.34,26.82,,0,hr,Group of the Greens/European Free Alliance,0,42.1,Croatia,-9.09,0,Davor ŠKRLEC,male,1,5.5,0
0,DawidJackiewicz,1973-03-18 00:00:00,1,67,0,4.24,11.03,2009-10-10,1,pl,European Conservatives and Reformists Group,0,39.5,Poland,-3.33,13,Dawid Bohdan JACKIEWICZ,male,1,13.5,27
0,DeirdreCluneFG,1959-06-01 00:00:00,29,130,28,5.07,10.87,2012-07-05,26,en,Group of the European People's Party (Christian Democrats),0,35.7,Ireland,-3.03,133,Deirdre CLUNE,female,2,7.5,104
1,DemPapadakis,1966-08-22 00:00:00,6,89,2,4.6,14.45,2013-06-10,6,el,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,35.7,Cyprus,0,58,Demetris PAPADAKIS,male,1,8.5,26
1,DdJong,1955-05-22 00:00:00,29,131,71,5.79,6.46,2009-05-25,29,nl,Confederal Group of the European United Left - Nordic Green Left,1813,42.1,Netherlands,0.31,258,Dennis de JONG,male,1,20.5,83
1,derekvaughan,1961-05-02 00:00:00,45,109,305,5.54,19.93,2009-02-23,45,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,40.4,United Kingdom,-9.34,434,Derek VAUGHAN,male,0,8.5,180
0,DianeDoddsMEP,1958-08-16 00:00:00,4,109,58,5.54,19.93,2011-06-23,3,en,Non-attached Members,1813,40.4,United Kingdom,0.02,125,Diane DODDS,female,0,,106
0,DianeUKIP,1959-11-20 00:00:00,0,109,0,5.54,19.93,2013-02-12,0,en,Europe of freedom and direct democracy Group,0,40.4,United Kingdom,-14.82,0,Diane JAMES,female,0,51.5,0
0,Koch_Mehrin,1953-01-07 00:00:00,0,122,0,5.5,10.23,2008-09-17,0,de,Group of the European People's Party (Christian Democrats),7287,46.1,Germany,4.14,0,Dieter-Lebrecht KOCH,male,0,7.5,0
1,,1957-01-06 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,46.1,Germany,-4.89,0,Dietmar KÖSTER,male,0,8.5,0
1,papadimoulis,1955-03-21 00:00:00,10,73,247,3.95,31.33,2011-02-09,10,el,Confederal Group of the European United Left - Nordic Green Left,1819,43.5,Greece,-24.03,631,Dimitrios PAPADIMOULIS,male,1,20.5,2210
1,charanzova,1975-04-30 00:00:00,2,82,60,4.49,10.07,2014-09-23,2,cs,Group of the Alliance of Liberals and Democrats for Europe,0,40.9,Czech Republic,-4.76,88,Dita CHARANZOVÁ,female,1,11.5,47
0,,1953-08-01 00:00:00,0,107,0,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Dominique BILDE,female,0,,0
0,,1961-10-01 00:00:00,0,107,0,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Dominique MARTIN,male,0,,0
1,DominiqueRiquet,1946-09-18 00:00:00,65,107,576,5.09,21.89,2014-06-20,41,fr,Group of the Alliance of Liberals and Democrats for Europe,1813,40.9,France,-1.13,853,Dominique RIQUET,male,0,11.5,170
1,,1959-07-08 00:00:00,0,55,0,3.95,23.48,,0,ro,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,39.8,Romania,-6.25,0,Doru-Claudian FRUNZULICĂ,male,0,8.5,0
0,dubravkasuica,1957-05-20 00:00:00,0,61,0,4.34,26.82,2013-09-13,0,hr,Group of the European People's Party (Christian Democrats),365,42.1,Croatia,13.64,0,Dubravka ŠUICA,female,1,7.5,0
0,,1965-04-25 00:00:00,0,107,0,5.09,21.89,,0,fr,Non-attached Members,0,40.9,France,-24.21,0,Edouard FERRAND,male,0,,0
1,edouardmartinEU,1963-06-15 00:00:00,6,107,18,5.09,21.89,2014-03-03,5,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.9,France,3.23,53,Edouard MARTIN,male,0,8.5,98
0,EduardKukan,1939-12-26 00:00:00,12,75,13,4.12,11.39,2013-09-16,3,sk,Group of the European People's Party (Christian Democrats),1813,39.2,Slovakia,0,103,Eduard KUKAN,male,1,7.5,125
0,EduardHellvig1,1974-10-27 00:00:00,0,55,0,3.95,23.48,2012-08-03,0,ro,Group of the European People's Party (Christian Democrats),642,39.8,Romania,-3.6,36,Eduard-Raul HELLVIG,male,0,7.5,3
1,EGardiazabal,1975-07-12 00:00:00,10,94,221,4.69,20.63,2012-05-16,10,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,41.6,Spain,10.37,256,Eider GARDIAZABAL RUBIAL,female,0,8.5,14
1,elena_gentile,1953-11-02 00:00:00,1,99,1,4.18,23.75,2012-02-06,1,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,205,Elena GENTILE,female,1,8.5,177
1,ElenaValenciano,1960-09-18 00:00:00,41,94,360,4.69,20.63,2013-12-20,30,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3177,41.6,Spain,15.93,604,Elena VALENCIANO MARTÍNEZ-OROZCO,female,0,8.5,2477
0,mep_theocharous,1953-06-24 00:00:00,2,89,31,4.6,14.45,2014-04-04,2,el,Group of the European People's Party (Christian Democrats),1813,35.7,Cyprus,0,157,Eleni THEOCHAROUS,female,1,7.5,53
0,EleonoraEvi,1983-11-20 00:00:00,0,99,2,4.18,23.75,2013-01-30,0,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,141,Eleonora EVI,female,1,51.5,181
1,eleonoraforenza,1976-11-10 00:00:00,25,99,211,4.18,23.75,2012-02-13,17,it,Confederal Group of the European United Left - Nordic Green Left,0,44.5,Italy,-4.11,387,Eleonora FORENZA,female,1,20.5,291
0,,1955-07-06 00:00:00,0,73,0,3.95,31.33,,0,el,Non-attached Members,0,43.5,Greece,-14.29,0,Eleytherios SYNADINOS,male,1,,0
1,elisaferreira,1955-10-17 00:00:00,0,79,0,4.73,17.73,2009-02-17,0,pt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3633,41.1,Portugal,-6.28,0,Elisa FERREIRA,female,0,8.5,0
0,ElliKoestinger,1978-11-22 00:00:00,87,128,82,5.26,10.01,2009-04-09,85,de,Group of the European People's Party (Christian Democrats),1813,44.3,Austria,7.52,176,Elisabeth KÖSTINGER,female,1,7.5,144
0,emorinchartier,1947-10-10 00:00:00,1,107,47,5.09,21.89,2010-11-06,0,fr,Group of the European People's Party (Christian Democrats),2595,40.9,France,9.08,132,Elisabeth MORIN-CHARTIER,female,0,7.5,43
0,EGardini,1956-06-03 00:00:00,4,99,60,4.18,23.75,2011-11-04,1,it,Group of the European People's Party (Christian Democrats),2223,44.5,Italy,22.47,209,Elisabetta GARDINI,female,1,7.5,263
0,vozemberg,1956-09-14 00:00:00,21,73,64,3.95,31.33,2011-10-05,20,el,Group of the European People's Party (Christian Democrats),0,43.5,Greece,12.55,204,Elissavet VOZEMBERG,female,1,7.5,209
1,ellyesse,1985-05-04 00:00:00,243,99,301,4.18,23.75,2011-06-24,238,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,746,Elly SCHLEIN,female,1,8.5,745
0,ElmarBrok,1946-05-14 00:00:00,0,122,0,5.5,10.23,2012-09-26,0,de,Group of the European People's Party (Christian Democrats),12432,46.1,Germany,4.14,0,Elmar BROK,male,0,7.5,0
0,,1966-11-25 00:00:00,0,67,0,4.24,11.03,,0,pl,Group of the European People's Party (Christian Democrats),1813,39.5,Poland,14.71,0,Elżbieta Katarzyna ŁUKACIJEWSKA,female,1,7.5,0
0,,1971-05-26 00:00:00,0,45,0,3.96,31.42,,0,bg,Group of the European People's Party (Christian Democrats),0,42.6,Bulgaria,-5.88,0,Emil RADEV,male,1,7.5,0
0,EmmaMcClarkin,1978-10-09 00:00:00,7,109,60,5.54,19.93,2009-11-10,3,en,European Conservatives and Reformists Group,1813,40.4,United Kingdom,8.69,149,Emma McCLARKIN,female,0,13.5,172
1,,1922-01-01 00:00:00,0,73,0,3.95,31.33,,0,el,Confederal Group of the European United Left - Nordic Green Left,185,43.5,Greece,-24.03,0,Emmanouil GLEZOS,male,1,20.5,0
1,emmanuelmaurel,1973-05-10 00:00:00,6,107,45,5.09,21.89,2009-08-18,6,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.9,France,3.23,57,Emmanuel MAUREL,male,0,8.5,45
1,enricogasbarra,1962-08-12 00:00:00,1,99,0,4.18,23.75,2008-06-25,1,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,8,Enrico GASBARRA,male,1,8.5,8
1,,1948-08-28 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,41.6,Spain,10.37,0,Enrique GUERRERO SALOM,male,0,8.5,0
1,Eric_Andrieu,1960-04-14 00:00:00,0,107,0,5.09,21.89,2009-03-28,0,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,776,40.9,France,3.23,0,Eric ANDRIEU,male,0,8.5,0
1,ernestmaragall,1943-01-05 00:00:00,39,94,237,4.69,20.63,2010-07-11,30,es,Group of the Greens/European Free Alliance,0,41.6,Spain,-1.85,389,Ernest MARAGALL,male,0,5.5,2037
1,ernesturtasun,1982-01-27 00:00:00,65,94,456,4.69,20.63,2011-04-10,63,es,Group of the Greens/European Free Alliance,0,41.6,Spain,0.15,975,Ernest URTASUN,male,0,5.5,1531
0,gonzalezpons,1964-08-21 00:00:00,52,94,114,4.69,20.63,2010-01-18,47,es,Group of the European People's Party (Christian Democrats),0,41.6,Spain,16.37,267,Esteban GONZÁLEZ PONS,male,0,7.5,1365
0,Esther_de_Lange,1975-02-19 00:00:00,21,131,54,5.79,6.46,2009-04-04,18,nl,Group of the European People's Party (Christian Democrats),2637,42.1,Netherlands,0.77,123,Esther de LANGE,female,1,7.5,107
0,,1969-07-03 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the European People's Party (Christian Democrats),4544,41.6,Spain,16.37,0,Esther HERRANZ GARCÍA,female,0,7.5,0
1,EugenAFreund,1951-04-15 00:00:00,54,128,29,5.26,10.01,2012-06-04,29,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.3,Austria,-4.25,197,Eugen FREUND,male,1,8.5,348
1,EvaJoly,1943-12-05 00:00:00,7,107,65,5.09,21.89,2011-01-04,1,fr,Group of the Greens/European Free Alliance,1813,40.9,France,11.34,137,Eva JOLY,female,0,5.5,512
1,EvaKaili,1978-10-26 00:00:00,62,73,144,3.95,31.33,2009-04-19,59,el,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,43.5,Greece,26.84,306,Eva KAILI,female,1,8.5,563
0,evapaunova,1986-01-26 00:00:00,64,45,529,3.96,31.42,2014-05-06,52,bg,Group of the European People's Party (Christian Democrats),0,42.6,Bulgaria,-5.88,1086,Eva PAUNOVA,female,1,7.5,1332
1,Evelyn_Regner,1966-01-24 00:00:00,17,128,32,5.26,10.01,2010-05-03,13,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,44.3,Austria,-4.25,101,Evelyn REGNER,female,1,8.5,94
1,,1954-01-19 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,7287,46.1,Germany,-4.89,0,Evelyne GEBHARDT,female,0,8.5,0
0,,1956-02-26 00:00:00,0,82,0,4.49,10.07,,0,cs,European Conservatives and Reformists Group,1813,40.9,Czech Republic,31.39,0,Evžen TOŠENOVSKÝ,male,1,13.5,0
1,FabioDeMasi1,1980-03-07 00:00:00,0,122,0,5.5,10.23,2012-05-31,0,de,Confederal Group of the European United Left - Nordic Green Left,0,46.1,Germany,0.79,0,Fabio DE MASI,male,0,20.5,0
0,FMCastaldo,1985-09-18 00:00:00,55,99,177,4.18,23.75,2013-04-21,33,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,385,Fabio Massimo CASTALDO,male,1,51.5,286
1,FMauraB,1955-04-30 00:00:00,27,94,86,4.69,20.63,2011-01-20,24,es,Group of the Alliance of Liberals and Democrats for Europe,0,41.6,Spain,-5.41,202,Fernando MAURA BARANDIARÁN,male,0,11.5,288
0,,1949-01-15 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the European People's Party (Christian Democrats),0,41.1,Portugal,7.79,0,Fernando RUAS,male,0,7.5,0
1,,1966-06-10 00:00:00,0,45,0,3.96,31.42,,0,bg,Group of the Alliance of Liberals and Democrats for Europe,2738,42.6,Bulgaria,-5.88,0,Filiz HYUSMENOVA,female,1,11.5,0
1,flaviozanonato,1950-07-24 00:00:00,45,99,33,4.18,23.75,2009-07-05,43,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,653,Flavio ZANONATO,male,1,8.5,4347
0,f_philippot,1981-10-24 00:00:00,9,107,46,5.09,21.89,2012-01-23,9,fr,Non-attached Members,0,40.9,France,-24.21,358,Florian PHILIPPOT,male,0,,10969
0,Franc_Bogovic,1963-02-02 00:00:00,160,82,90,4.6,20.38,2014-09-11,25,sl,Group of the European People's Party (Christian Democrats),0,43.5,Slovenia,1.79,343,Franc BOGOVIČ,male,1,7.5,422
0,fgambus_eu,1974-05-21 00:00:00,53,94,195,4.69,20.63,2010-09-21,53,es,Group of the European People's Party (Christian Democrats),0,41.6,Spain,-1.85,377,Francesc GAMBÚS,male,0,7.5,334
1,,1965-01-08 00:00:00,0,79,0,4.73,17.73,,0,pt,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1819,41.1,Portugal,-6.28,0,Francisco ASSIS,male,0,8.5,0
0,,1955-03-08 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the European People's Party (Christian Democrats),3633,41.6,Spain,16.37,0,Francisco José MILLÁN MON,male,0,7.5,0
1,,1946-06-10 00:00:00,0,94,0,4.69,20.63,,0,es,Group of the Alliance of Liberals and Democrats for Europe,1813,41.6,Spain,-5.41,0,Francisco SOSA WAGNER,male,0,11.5,0
0,franckproust,1963-05-02 00:00:00,87,107,263,5.09,21.89,2011-07-01,15,fr,Group of the European People's Party (Christian Democrats),1104,40.9,France,9.08,715,Franck PROUST,male,0,7.5,559
0,GrosseteteF,1946-05-17 00:00:00,16,107,26,5.09,21.89,2012-01-23,5,fr,Group of the European People's Party (Christian Democrats),7287,40.9,France,9.08,162,Françoise GROSSETÊTE,female,0,7.5,250
0,,1975-05-10 00:00:00,0,257,0,5.53,6.7,,0,de,Group of the European People's Party (Christian Democrats),1813,39.6,Luxembourg,0,0,Frank ENGEL,male,1,7.5,0
0,franzobermayr,1952-05-25 00:00:00,0,128,0,5.26,10.01,2012-04-24,0,de,Non-attached Members,1813,44.3,Austria,-10.46,41,Franz OBERMAYR,male,1,,3
1,Frederiqueries,1959-05-14 00:00:00,2,119,3,5.06,12.8,2010-09-17,1,fr,Group of the Alliance of Liberals and Democrats for Europe,5300,43.1,Belgium,-5.19,55,Frédérique RIES,female,1,11.5,70
1,federley,1978-05-06 00:00:00,934,127,599,5.93,8.98,2009-01-12,926,sv,Group of the Alliance of Liberals and Democrats for Europe,0,41.2,Sweden,0.56,2013,Fredrick FEDERLEY,male,1,11.5,2922
0,fulviomartuscie,1968-05-25 00:00:00,8,99,89,4.18,23.75,2012-09-09,5,it,Group of the European People's Party (Christian Democrats),0,44.5,Italy,22.47,165,Fulvio MARTUSCIELLO,male,1,7.5,69
0,GabrielMatoA,1961-04-29 00:00:00,11,94,295,4.69,20.63,2013-04-22,0,es,Group of the European People's Party (Christian Democrats),1813,41.6,Spain,16.37,410,Gabriel MATO,male,0,7.5,135
1,,1954-09-27 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,46.1,Germany,-4.89,0,Gabriele PREUSS,female,0,8.5,0
1,GabiZimmerMEP,1955-05-07 00:00:00,1,122,13,5.5,10.23,2014-04-17,1,de,Confederal Group of the European United Left - Nordic Green Left,3633,46.1,Germany,0.79,29,Gabriele ZIMMER,female,0,20.5,33
0,GLandsbergis,1982-01-07 00:00:00,5,73,21,4.78,19.2,2011-03-23,2,lt,Group of the European People's Party (Christian Democrats),0,41.2,Lithuania,15.15,96,Gabrielius LANDSBERGIS,male,1,7.5,64
0,,1945-04-10 00:00:00,0,109,0,5.54,19.93,,0,en,European Conservatives and Reformists Group,5460,40.4,United Kingdom,8.69,0,Geoffrey VAN ORDEN,male,0,13.5,0
0,,1973-10-12 00:00:00,0,128,0,5.26,10.01,,0,de,Non-attached Members,0,44.3,Austria,-10.46,0,Georg MAYER,male,1,,0
0,,1955-06-12 00:00:00,0,257,0,5.53,6.7,,0,fr,Group of the European People's Party (Christian Democrats),1813,39.6,Luxembourg,0,0,Georges BACH,male,1,7.5,0
1,,1948-09-10 00:00:00,0,45,0,3.96,31.42,,0,bg,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,42.6,Bulgaria,0,0,Georgi PIRINSKI,male,1,8.5,0
0,,1953-03-02 00:00:00,0,73,0,3.95,31.33,,0,el,Non-attached Members,0,43.5,Greece,-14.29,0,Georgios EPITIDEIOS,male,1,,0
1,katrougkalos,1963-03-27 00:00:00,0,73,0,3.95,31.33,2013-10-16,0,el,Confederal Group of the European United Left - Nordic Green Left,0,43.5,Greece,-24.03,4,Georgios KATROUGKALOS,male,1,20.5,2
0,GiorgosKyrtsos,1952-06-04 00:00:00,0,73,18,3.95,31.33,2011-06-06,0,el,Group of the European People's Party (Christian Democrats),0,43.5,Greece,12.55,187,Georgios KYRTSOS,male,1,7.5,81
0,GerardBattenMEP,1954-03-27 00:00:00,0,109,0,5.54,19.93,2010-11-16,0,en,Europe of freedom and direct democracy Group,3633,40.4,United Kingdom,-14.82,22,Gerard BATTEN,male,0,51.5,64
1,gerardeprez,1943-08-13 00:00:00,1,119,24,5.06,12.8,2014-07-08,1,fr,Group of the Alliance of Liberals and Democrats for Europe,9120,43.1,Belgium,-5.19,63,Gérard DEPREZ,male,1,11.5,15
1,Gerbrandy,1967-06-28 00:00:00,54,131,94,5.79,6.46,2009-04-10,54,nl,Group of the Alliance of Liberals and Democrats for Europe,1813,42.1,Netherlands,-3.38,281,Gerben-Jan GERBRANDY,male,1,11.5,204
0,gannemans,1958-11-08 00:00:00,93,119,175,5.06,12.8,2010-05-18,88,nl,Non-attached Members,0,43.1,Belgium,4.33,551,Gerolf ANNEMANS,male,1,,396
1,gesine_meissner,1952-02-22 00:00:00,0,122,4,5.5,10.23,2009-12-21,0,de,Group of the Alliance of Liberals and Democrats for Europe,1813,46.1,Germany,9,119,Gesine MEISSNER,female,0,11.5,27
0,BuonannoG,1966-05-15 00:00:00,10,99,59,4.18,23.75,2011-08-17,5,it,Non-attached Members,0,44.5,Italy,5.65,346,Gianluca BUONANNO,male,1,,1431
1,giannipittella,1958-11-19 00:00:00,118,99,509,4.18,23.75,2008-04-21,118,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,5460,44.5,Italy,-13.3,804,Gianni PITTELLA,male,1,8.5,1310
0,Gilles_Lebreton,1958-10-11 00:00:00,3,107,87,5.09,21.89,,1,fr,Non-attached Members,0,40.9,France,-1.35,158,Gilles LEBRETON,male,0,,372
1,gillespargneaux,1957-03-24 00:00:00,28,107,67,5.09,21.89,2009-03-17,6,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1813,40.9,France,3.23,315,Gilles PARGNEAUX,male,0,8.5,240
1,,1939-05-21 00:00:00,0,73,0,3.95,31.33,,0,el,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,43.5,Greece,-9.52,0,Giorgos GRAMMATIKAKIS,male,1,8.5,0
0,giovannilavia,1963-06-28 00:00:00,2,99,115,4.18,23.75,2011-10-03,1,it,Group of the European People's Party (Christian Democrats),1813,44.5,Italy,-4.11,216,Giovanni LA VIA,male,1,7.5,80
0,GiovanniToti,1968-09-07 00:00:00,14,99,107,4.18,23.75,2014-02-19,14,it,Group of the European People's Party (Christian Democrats),0,44.5,Italy,22.47,224,Giovanni TOTI,male,1,7.5,1128
0,,1971-05-24 00:00:00,0,99,0,4.18,23.75,,0,it,Europe of freedom and direct democracy Group,0,44.5,Italy,-23.29,0,Giulia MOI,female,1,51.5,0
1,GlenisWillmott,1951-03-04 00:00:00,11,109,222,5.54,19.93,2010-01-18,9,en,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,3103,40.4,United Kingdom,-9.34,326,Glenis WILLMOTT,female,0,8.5,213
0,,1947-06-18 00:00:00,0,122,0,5.5,10.23,,0,de,Group of the European People's Party (Christian Democrats),9107,46.1,Germany,4.14,0,Godelieve QUISTHOUDT-ROWOHL,female,0,7.5,0
1,GoffredoBettini,1952-11-05 00:00:00,0,99,0,4.18,23.75,2011-09-25,0,it,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,44.5,Italy,-13.3,15,Goffredo Maria BETTINI,male,1,8.5,25
1,BalasGuillaume,1972-08-30 00:00:00,16,107,139,5.09,21.89,2010-10-07,10,fr,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,0,40.9,France,3.23,256,Guillaume BALAS,male,0,8.5,169
0,ghokmark,1952-09-19 00:00:00,92,127,109,5.93,8.98,2009-02-01,87,sv,Group of the European People's Party (Christian Democrats),3633,41.2,Sweden,7.22,566,Gunnar HÖKMARK,male,1,7.5,1879
